2024-08-21 02:38:48,657 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 0.5, 'c2': 0.3, 'w': 0.9}
2024-08-21 02:39:26,995 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 0.5, 'c2': 0.3, 'w': 0.9}
2024-08-21 02:45:40,725 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 0.5, 'c2': 0.3, 'w': 0.9}
2024-08-22 10:29:26,287 - pyswarms.single.global_best - INFO - Optimization finished | best cost: -0.53020035176997, best pos: [0.62855766 0.28119172 2.56791061 4.04327493]
2024-08-23 03:31:57,493 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 1.5, 'c2': 1.5, 'w': 0.7, 'k': 3, 'p': 2}
2024-08-23 03:36:52,540 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 1.5, 'c2': 1.5, 'w': 0.7, 'k': 3, 'p': 2}
2024-08-23 03:36:52,547 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 1.5, 'c2': 1.5, 'w': 0.7, 'k': 3, 'p': 2}
2024-08-23 03:36:52,548 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 1.5, 'c2': 1.5, 'w': 0.7, 'k': 3, 'p': 2}
2024-08-23 03:36:52,550 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 1.5, 'c2': 1.5, 'w': 0.7, 'k': 3, 'p': 2}
2024-08-23 03:36:52,558 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 1.5, 'c2': 1.5, 'w': 0.7, 'k': 3, 'p': 2}
2024-08-23 03:36:52,559 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 1.5, 'c2': 1.5, 'w': 0.7, 'k': 3, 'p': 2}
2024-08-23 03:36:52,561 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 1.5, 'c2': 1.5, 'w': 0.7, 'k': 3, 'p': 2}
2024-08-23 03:36:52,568 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 1.5, 'c2': 1.5, 'w': 0.7, 'k': 3, 'p': 2}
2024-08-23 03:36:52,578 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 1.5, 'c2': 1.5, 'w': 0.7, 'k': 3, 'p': 2}
2024-08-23 03:36:52,582 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 1.5, 'c2': 1.5, 'w': 0.7, 'k': 3, 'p': 2}
2024-08-23 03:36:52,582 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 1.5, 'c2': 1.5, 'w': 0.7, 'k': 3, 'p': 2}
2024-08-23 03:36:52,585 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 1.5, 'c2': 1.5, 'w': 0.7, 'k': 3, 'p': 2}
2024-08-23 03:36:52,588 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 1.5, 'c2': 1.5, 'w': 0.7, 'k': 3, 'p': 2}
2024-08-23 03:36:52,596 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 1.5, 'c2': 1.5, 'w': 0.7, 'k': 3, 'p': 2}
2024-08-23 03:36:52,663 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 1.5, 'c2': 1.5, 'w': 0.7, 'k': 3, 'p': 2}
2024-08-23 03:36:57,548 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 1.5, 'c2': 1.5, 'w': 0.7, 'k': 3, 'p': 2}
2024-08-23 03:36:57,552 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 1.5, 'c2': 1.5, 'w': 0.7, 'k': 3, 'p': 2}
2024-08-23 03:36:57,553 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 1.5, 'c2': 1.5, 'w': 0.7, 'k': 3, 'p': 2}
2024-08-23 03:36:57,555 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 1.5, 'c2': 1.5, 'w': 0.7, 'k': 3, 'p': 2}
2024-08-23 03:36:57,560 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 1.5, 'c2': 1.5, 'w': 0.7, 'k': 3, 'p': 2}
2024-08-23 03:36:57,560 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 1.5, 'c2': 1.5, 'w': 0.7, 'k': 3, 'p': 2}
2024-08-23 03:36:57,562 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 1.5, 'c2': 1.5, 'w': 0.7, 'k': 3, 'p': 2}
2024-08-23 03:36:57,563 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 1.5, 'c2': 1.5, 'w': 0.7, 'k': 3, 'p': 2}
2024-08-23 03:36:57,567 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 1.5, 'c2': 1.5, 'w': 0.7, 'k': 3, 'p': 2}
2024-08-23 03:36:57,568 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 1.5, 'c2': 1.5, 'w': 0.7, 'k': 3, 'p': 2}
2024-08-23 03:36:57,570 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 1.5, 'c2': 1.5, 'w': 0.7, 'k': 3, 'p': 2}
2024-08-23 03:36:57,570 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 1.5, 'c2': 1.5, 'w': 0.7, 'k': 3, 'p': 2}
2024-08-23 03:36:57,570 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 1.5, 'c2': 1.5, 'w': 0.7, 'k': 3, 'p': 2}
2024-08-23 03:36:57,576 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 1.5, 'c2': 1.5, 'w': 0.7, 'k': 3, 'p': 2}
2024-08-23 03:36:57,576 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 1.5, 'c2': 1.5, 'w': 0.7, 'k': 3, 'p': 2}
2024-08-23 03:36:57,577 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 1.5, 'c2': 1.5, 'w': 0.7, 'k': 3, 'p': 2}
2024-08-23 03:36:57,579 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 1.5, 'c2': 1.5, 'w': 0.7, 'k': 3, 'p': 2}
2024-08-23 03:36:57,587 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 1.5, 'c2': 1.5, 'w': 0.7, 'k': 3, 'p': 2}
2024-08-23 03:36:57,594 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 1.5, 'c2': 1.5, 'w': 0.7, 'k': 3, 'p': 2}
2024-08-23 03:36:57,620 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 1.5, 'c2': 1.5, 'w': 0.7, 'k': 3, 'p': 2}
2024-08-23 03:37:02,541 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 1.5, 'c2': 1.5, 'w': 0.7, 'k': 3, 'p': 2}
2024-08-23 03:37:02,545 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 1.5, 'c2': 1.5, 'w': 0.7, 'k': 3, 'p': 2}
2024-08-23 03:37:02,548 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 1.5, 'c2': 1.5, 'w': 0.7, 'k': 3, 'p': 2}
2024-08-23 03:37:02,548 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 1.5, 'c2': 1.5, 'w': 0.7, 'k': 3, 'p': 2}
2024-08-23 03:37:02,550 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 1.5, 'c2': 1.5, 'w': 0.7, 'k': 3, 'p': 2}
2024-08-23 03:37:02,558 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 1.5, 'c2': 1.5, 'w': 0.7, 'k': 3, 'p': 2}
2024-08-23 03:37:02,561 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 1.5, 'c2': 1.5, 'w': 0.7, 'k': 3, 'p': 2}
2024-08-23 03:37:02,562 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 1.5, 'c2': 1.5, 'w': 0.7, 'k': 3, 'p': 2}
2024-08-23 03:37:02,564 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 1.5, 'c2': 1.5, 'w': 0.7, 'k': 3, 'p': 2}
2024-08-23 03:37:02,567 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 1.5, 'c2': 1.5, 'w': 0.7, 'k': 3, 'p': 2}
2024-08-23 03:37:02,575 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 1.5, 'c2': 1.5, 'w': 0.7, 'k': 3, 'p': 2}
2024-08-23 03:37:02,578 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 1.5, 'c2': 1.5, 'w': 0.7, 'k': 3, 'p': 2}
2024-08-23 03:37:02,580 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 1.5, 'c2': 1.5, 'w': 0.7, 'k': 3, 'p': 2}
2024-08-23 03:37:02,580 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 1.5, 'c2': 1.5, 'w': 0.7, 'k': 3, 'p': 2}
2024-08-23 03:37:02,583 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 1.5, 'c2': 1.5, 'w': 0.7, 'k': 3, 'p': 2}
2024-08-23 03:37:02,595 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 1.5, 'c2': 1.5, 'w': 0.7, 'k': 3, 'p': 2}
2024-08-23 03:37:02,595 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 1.5, 'c2': 1.5, 'w': 0.7, 'k': 3, 'p': 2}
2024-08-23 03:37:02,601 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 1.5, 'c2': 1.5, 'w': 0.7, 'k': 3, 'p': 2}
2024-08-23 03:37:02,611 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 1.5, 'c2': 1.5, 'w': 0.7, 'k': 3, 'p': 2}
2024-08-23 03:37:02,618 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 1.5, 'c2': 1.5, 'w': 0.7, 'k': 3, 'p': 2}
2024-08-23 03:37:07,543 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 1.5, 'c2': 1.5, 'w': 0.7, 'k': 3, 'p': 2}
2024-08-23 03:37:07,550 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 1.5, 'c2': 1.5, 'w': 0.7, 'k': 3, 'p': 2}
2024-08-23 03:37:07,555 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 1.5, 'c2': 1.5, 'w': 0.7, 'k': 3, 'p': 2}
2024-08-23 03:37:07,558 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 1.5, 'c2': 1.5, 'w': 0.7, 'k': 3, 'p': 2}
2024-08-23 03:37:07,558 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 1.5, 'c2': 1.5, 'w': 0.7, 'k': 3, 'p': 2}
2024-08-23 03:37:07,563 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 1.5, 'c2': 1.5, 'w': 0.7, 'k': 3, 'p': 2}
2024-08-23 03:37:07,564 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 1.5, 'c2': 1.5, 'w': 0.7, 'k': 3, 'p': 2}
2024-08-23 03:37:07,565 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 1.5, 'c2': 1.5, 'w': 0.7, 'k': 3, 'p': 2}
2024-08-23 03:37:07,565 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 1.5, 'c2': 1.5, 'w': 0.7, 'k': 3, 'p': 2}
2024-08-23 03:37:07,567 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 1.5, 'c2': 1.5, 'w': 0.7, 'k': 3, 'p': 2}
2024-08-23 03:37:07,575 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 1.5, 'c2': 1.5, 'w': 0.7, 'k': 3, 'p': 2}
2024-08-23 03:37:07,578 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 1.5, 'c2': 1.5, 'w': 0.7, 'k': 3, 'p': 2}
2024-08-23 03:37:07,585 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 1.5, 'c2': 1.5, 'w': 0.7, 'k': 3, 'p': 2}
2024-08-23 03:37:07,605 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 1.5, 'c2': 1.5, 'w': 0.7, 'k': 3, 'p': 2}
2024-08-23 03:37:07,609 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 1.5, 'c2': 1.5, 'w': 0.7, 'k': 3, 'p': 2}
2024-08-23 03:37:07,614 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 1.5, 'c2': 1.5, 'w': 0.7, 'k': 3, 'p': 2}
2024-08-23 03:37:07,630 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 1.5, 'c2': 1.5, 'w': 0.7, 'k': 3, 'p': 2}
2024-08-23 03:37:07,643 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 1.5, 'c2': 1.5, 'w': 0.7, 'k': 3, 'p': 2}
2024-08-23 03:37:07,795 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 1.5, 'c2': 1.5, 'w': 0.7, 'k': 3, 'p': 2}
2024-08-23 03:37:07,802 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 1.5, 'c2': 1.5, 'w': 0.7, 'k': 3, 'p': 2}
2024-08-23 03:37:12,564 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 1.5, 'c2': 1.5, 'w': 0.7, 'k': 3, 'p': 2}
2024-08-23 03:37:12,566 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 1.5, 'c2': 1.5, 'w': 0.7, 'k': 3, 'p': 2}
2024-08-23 03:37:12,571 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 1.5, 'c2': 1.5, 'w': 0.7, 'k': 3, 'p': 2}
2024-08-23 03:37:12,573 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 1.5, 'c2': 1.5, 'w': 0.7, 'k': 3, 'p': 2}
2024-08-23 03:37:12,574 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 1.5, 'c2': 1.5, 'w': 0.7, 'k': 3, 'p': 2}
2024-08-23 03:37:12,576 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 1.5, 'c2': 1.5, 'w': 0.7, 'k': 3, 'p': 2}
2024-08-23 03:37:12,577 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 1.5, 'c2': 1.5, 'w': 0.7, 'k': 3, 'p': 2}
2024-08-23 03:37:12,578 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 1.5, 'c2': 1.5, 'w': 0.7, 'k': 3, 'p': 2}
2024-08-23 03:37:12,579 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 1.5, 'c2': 1.5, 'w': 0.7, 'k': 3, 'p': 2}
2024-08-23 03:37:12,580 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 1.5, 'c2': 1.5, 'w': 0.7, 'k': 3, 'p': 2}
2024-08-23 03:37:12,583 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 1.5, 'c2': 1.5, 'w': 0.7, 'k': 3, 'p': 2}
2024-08-23 03:37:12,585 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 1.5, 'c2': 1.5, 'w': 0.7, 'k': 3, 'p': 2}
2024-08-23 03:37:12,587 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 1.5, 'c2': 1.5, 'w': 0.7, 'k': 3, 'p': 2}
2024-08-23 03:37:12,593 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 1.5, 'c2': 1.5, 'w': 0.7, 'k': 3, 'p': 2}
2024-08-23 03:37:12,596 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 1.5, 'c2': 1.5, 'w': 0.7, 'k': 3, 'p': 2}
2024-08-23 03:37:12,598 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 1.5, 'c2': 1.5, 'w': 0.7, 'k': 3, 'p': 2}
2024-08-23 03:37:12,603 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 1.5, 'c2': 1.5, 'w': 0.7, 'k': 3, 'p': 2}
2024-08-23 03:37:12,608 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 1.5, 'c2': 1.5, 'w': 0.7, 'k': 3, 'p': 2}
2024-08-23 03:37:12,610 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 1.5, 'c2': 1.5, 'w': 0.7, 'k': 3, 'p': 2}
2024-08-23 03:37:12,635 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 1.5, 'c2': 1.5, 'w': 0.7, 'k': 3, 'p': 2}
2024-08-23 03:37:17,542 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 1.5, 'c2': 1.5, 'w': 0.7, 'k': 3, 'p': 2}
2024-08-23 03:37:17,547 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 1.5, 'c2': 1.5, 'w': 0.7, 'k': 3, 'p': 2}
2024-08-23 03:37:17,548 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 1.5, 'c2': 1.5, 'w': 0.7, 'k': 3, 'p': 2}
2024-08-23 03:37:17,551 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 1.5, 'c2': 1.5, 'w': 0.7, 'k': 3, 'p': 2}
2024-08-23 03:37:17,555 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 1.5, 'c2': 1.5, 'w': 0.7, 'k': 3, 'p': 2}
2024-08-23 03:37:17,557 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 1.5, 'c2': 1.5, 'w': 0.7, 'k': 3, 'p': 2}
2024-08-23 03:37:17,558 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 1.5, 'c2': 1.5, 'w': 0.7, 'k': 3, 'p': 2}
2024-08-23 03:37:17,558 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 1.5, 'c2': 1.5, 'w': 0.7, 'k': 3, 'p': 2}
2024-08-23 03:37:17,561 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 1.5, 'c2': 1.5, 'w': 0.7, 'k': 3, 'p': 2}
2024-08-23 03:37:17,568 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 1.5, 'c2': 1.5, 'w': 0.7, 'k': 3, 'p': 2}
2024-08-23 03:37:17,575 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 1.5, 'c2': 1.5, 'w': 0.7, 'k': 3, 'p': 2}
2024-08-23 03:37:17,585 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 1.5, 'c2': 1.5, 'w': 0.7, 'k': 3, 'p': 2}
2024-08-23 03:37:17,608 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 1.5, 'c2': 1.5, 'w': 0.7, 'k': 3, 'p': 2}
2024-08-23 03:37:17,618 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 1.5, 'c2': 1.5, 'w': 0.7, 'k': 3, 'p': 2}
2024-08-23 03:37:17,631 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 1.5, 'c2': 1.5, 'w': 0.7, 'k': 3, 'p': 2}
2024-08-23 03:37:17,655 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 1.5, 'c2': 1.5, 'w': 0.7, 'k': 3, 'p': 2}
2024-08-23 03:37:17,786 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 1.5, 'c2': 1.5, 'w': 0.7, 'k': 3, 'p': 2}
2024-08-23 03:37:22,490 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 1.5, 'c2': 1.5, 'w': 0.7, 'k': 3, 'p': 2}
2024-08-23 03:37:22,493 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 1.5, 'c2': 1.5, 'w': 0.7, 'k': 3, 'p': 2}
2024-08-23 03:37:22,500 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 1.5, 'c2': 1.5, 'w': 0.7, 'k': 3, 'p': 2}
2024-08-23 03:37:22,502 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 1.5, 'c2': 1.5, 'w': 0.7, 'k': 3, 'p': 2}
2024-08-23 03:37:22,503 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 1.5, 'c2': 1.5, 'w': 0.7, 'k': 3, 'p': 2}
2024-08-23 03:37:22,504 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 1.5, 'c2': 1.5, 'w': 0.7, 'k': 3, 'p': 2}
2024-08-23 03:37:22,512 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 1.5, 'c2': 1.5, 'w': 0.7, 'k': 3, 'p': 2}
2024-08-23 03:37:22,518 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 1.5, 'c2': 1.5, 'w': 0.7, 'k': 3, 'p': 2}
2024-08-23 03:37:22,526 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 1.5, 'c2': 1.5, 'w': 0.7, 'k': 3, 'p': 2}
2024-08-23 03:37:22,534 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 1.5, 'c2': 1.5, 'w': 0.7, 'k': 3, 'p': 2}
2024-08-23 03:37:22,535 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 1.5, 'c2': 1.5, 'w': 0.7, 'k': 3, 'p': 2}
2024-08-23 03:37:22,544 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 1.5, 'c2': 1.5, 'w': 0.7, 'k': 3, 'p': 2}
2024-08-23 03:37:22,546 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 1.5, 'c2': 1.5, 'w': 0.7, 'k': 3, 'p': 2}
2024-08-23 03:37:22,547 - pyswarms.single.global_best - INFO - Optimize for 100 iters with {'c1': 1.5, 'c2': 1.5, 'w': 0.7, 'k': 3, 'p': 2}
